Author,Rating,Review,Restaurant,Location,Label,Language
Faara Ali,5,We decided to try this restaurant for.our last night in melaka.since every family decided to have western food for our dinner..My first impression of this restaurant is their service..We get a warm welcoming.and every staff put smile face,LeQUE Steak & Smoked House,Melaka,Positive,English
tennarasu krisnan,5,Loved it,Restaurant Sri Aryaa Bhavan Ipoh,Ipoh,Positive,English
Sky Toh,5,Fried kway teow and vegetable garden chicken must be ordered,New Lucky Seafood Restaurant,JB,Positive,English
Cindy 001,4,Suitable for a family size dinner.,Zhong Tai Seafood Restaurant,Melaka,Positive,English
Mxrxuxx,5,Great food,Sun Marpoh Restaurant,Ipoh,Positive,English
Eekang Ooi,4," Terdapat suasana nostalgia yang sangat menyenangkan, terutamanya duduk di gerai penjaja awam, makan satay, dan minum bir dengan muzik langsung yang berlaku di latar belakang. Ia sangat menarik, terutamanya apabila duduk di gerai penjaja awam, makan satay, dan minum bir. Ia juga mempunyai muzik langsung yang boleh dimainkan di latar belakang.",食得福美食中心Cedar Point Food Centre,JB,Positive,Malay
Bee favorit,5,Want to learn in Miracake for kek lapis,Mi Sapi / Mi Kolok Haji Salleh @ Sepinang Sari,Kuching,Positive,English
tay ying chien,5,Great place to enjoy your own sweet time❤️,People & Places Cafe,JB,Positive,English
george white,5,Very Very nice buffet with so many dishes. Only SGD18 per person. Very Cheap.,Infusion Café | Restaurant,JB,Positive,English
John Neo,5,Nice experience of mamee Noodle making,Mamee Jonker House,Melaka,Positive,English
Tony Balows,5,Good,MacGregor's,JB,Positive,English
Alvin Lau,5, Baguslah!,New Lucky Seafood Restaurant,JB,Positive,Malay
Benjamin Youn,4," Perkhidmatan cepat, sup yang sedap. Perniagaan yang baik, selalu!",Restoran Kah Kah Loke (Johor Jaya总行),JB,Positive,Malay
choon tiong hoo,4,"This is the first time I have come to feel very tasty, delicious, and fair.",Ming Court Hong Kong Dim Sum 明阁香港点心,Ipoh,Positive,English
Mollyfenolly75Gmail,3,First time here had family dinner. Perhaps would increase stars after tasting other menus and compare prices. Parking can still manage.,Medan Selera Tepian Tebrau,JB,Neutral,English
Annie Choo,4,"The environment is good, this is the only dim sum shop I have ever seen with halal.",Canning Dim Sum,Ipoh,Positive,English
Izza Othman,3,"I miss the old menu where there were more options and it was tad cheaper. Portion may look small but I never able to finish it, its a complete meal. Really like your coconut sweets, I wish they'd put it on ala carte.",Thaali Punjabi Restaurant,Kuching,Neutral,English
Hilmi AG,4,The only patin without tempoyak around,Restoran E&Y,JB,Positive,English
nuar,4,👍👍👍,Olive Kitchen Bar Puteri Harbour,JB,Positive,English
Jeanie Tan,4,"Long queue here. The crabs here are sold in minimum 2pieces. Be prepared to pay at least RM220 for a 2-pieces. I personally find it a little expensive for this dish. And also, 3 of us are not able to finish this 2-pieces of crab too. The",Restoran Tong Sheng,Melaka,Positive,English
Yusuf Mazlan,3,Nice Laksa & local food,Mom's Laksa Kopitiam,Kuching,Neutral,English
dshineTuah meow,5,The best kolok noodle in kuching 👍😘😘,Mi Sapi / Mi Kolok Haji Salleh @ Sepinang Sari,Kuching,Positive,English
Muhammad Hanif morshidi,5,The mandy lamb melts in your mouth!,Yalla Yalla Arabic Cuisine Kuching,Kuching,Positive,English
Katherine Chong,4,"Grab ride Rm 11 about 11min will reach from custom area. Bak ku teh was average, pales in comparison to Kota Zheng. But worth going just to eat the steam fish and homemade tofu, very flavourful and savoury. Had fans all over on ceiling so not too hot to have meal here.",Kedai Bak Kut Teh Hin Hock,JB,Positive,English
Abdul Hamid,4,Have a good meal .. where I always have breakfast.Do you want to comment a little bit?,Restoran Kacang Pool Haji,JB,Positive,English
Wan Khairuddin Wan Ali,1,The taste of the food is not up to the standard.,Mom's Laksa Kopitiam,Kuching,Negative,English
Muru T,1,not nice,Restaurant Sri Aryaa Bhavan Ipoh,Ipoh,Negative,English
Reshaba Rubini,5,Very outstanding briyani,Tandoor Grill,Ipoh,Positive,English
Faris Hilmi,5,"Very beautiful atmosphere, the food's really good. It's a great place to hangout with friends",K Fry Urban Korean Holiday Villa,JB,Positive,English
Surya Devan E,1,Is it a known who're house? The cabs drop me off here telling Day rate surcharge. The food is seldom served by servers am under the impression is it is a pay as you leave when in ill health appearance.,Amma Restaurant,JB,Negative,English
Edward Manuel David John,5,Excellent. Enjoyed every bit of the wantan mee. Taste different and very nice. Also enjoyed the friendly service.,Ho Seng Kee Wanton Mee,JB,Positive,English
zai lang,4, Makanan Barat adalah baik untuk diminum dengan murah dan murah. Ia baik untuk diminum dengan murah dan murah.,Euro House,Ipoh,Positive,Malay
C G,3,Reasonable price but food is not the best,Tasixi Hong Kong Dim Sum,JB,Neutral,English
YAM WONG,4," Nasi sangat keras dan tidak sedap, jadi tak apa, ia agak ringan dan agak ringan. Ia agak ringan dan agak ringan. Ia agak ringan dan agak ringan.",SamFu Restaurant,Melaka,Positive,Malay
Mike Wong,2,Overpriced and not tasty,Foh San Restaurant,Ipoh,Negative,English
Tan Gee Soon,3, Makanan ok lah. Makanan ok lah. Makanan ok lah.,ASSAM HOUSE,Ipoh,Neutral,Malay
fida amin,5,nice food nice place,Cun Cun Cafe,Ipoh,Positive,English
Hai Jun Wang,4,There is a rich Southeast Asian breakfast available,Kedai Makanan Hook Sang,JB,Positive,English
Amirul Asyrofudin,5,K’Fry (slang for Korean Fried Chicken) recreates Korean comfort food with a wholesome and modern twist.,K Fry Urban Korean Holiday Villa,JB,Positive,English
Steve Phong,4,Nice food and tasty coffees.Must try,A Jie Cafe,Ipoh,Positive,English
Richard Ngu,4,Getting more and more expensive due to weak ringgit and fuel prices hike GST blah blah..,W.W. Laksa House 水塘。辣沙,JB,Positive,English
H M,4,Tried ling loong seafood stall no.33Pleasant dinnerLively placeFresh sea produce and clean,Topspot Food Court,Kuching,Positive,English
Han Salleh,4, Makanan Makanan Mediterranean Makanan Hebat Mediterranean Makanan Great Mediterranean Makanan Hebat.,Yalla Yalla Arabic Cuisine Kuching,Kuching,Positive,Malay
Collin Loh,5, Lokasi dan hos yang hebat dan hos yang dihoskan oleh tuan rumah.,Bert's Garden Seafood,Melaka,Positive,Malay
Iswadi Firdaus,4,"Great menu, large portion, affordable but few parking space",Restoran Kacang Pool Haji,JB,Positive,English
Pazuzu Channel 1,4,A good place for mamak style breakfast. Food is good and price is very affordable.,Curry House,Kuching,Positive,English
Jasbir Nannuan,5,"Awesome ambience, food is good, great hospitality, most favourite place to dine.",Tandoor Grill,Ipoh,Positive,English
Kepl-Danet Benjamin,5,Good place. Cheap beers and a good moto.,Bear Garden,Kuching,Positive,English
Kalai Veinnill,4,Good food. Big portions. Very beautiful environment.,Plan B (Ipoh),Ipoh,Positive,English
Sharks CHEW,3,"Food is so sloppy, winning more choices, service attitude needs to be strengthened",Mount Austin One Two Eat Cafe,JB,Neutral,English
Ming Chuan,2," Ordered their fish and chips. The portion is smaller than I imagined and it was very oily. The portion of fries is bigger than the fish. Uhm, I don't think the sauces' hygiene is a big issue but there's room for improvement. Nevertheless, the service is not bad. Nevertheless, the service is not bad. Nevertheless, the service is not bad. Nevertheless, the service is not bad. The service is not bad. Nevertheless, the service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service is not bad. The service",Kaya Kaya Cafe,Melaka,Negative,Malay
Passer By,1,No wow ... dishes are served slightly warm(luckily not cold)....Must pay for belachan chilli which it does not makes sense in a nonya restaurant,Nancy's Kitchen,Melaka,Negative,English
AhHon,5, Makanan sedap makanan sedap.,Ceylonese Restaurant Sdn Bhd,Kuching,Positive,Malay
Anno Vi,5,"We were there at around 7am and the place was full of customers with family. Service was very fast, the variety is excellent and portion is small. Price is similar with coffee-shops variety. Except for the chicken feet (i find it salty",Ming Court Hong Kong Dim Sum 明阁香港点心,Ipoh,Positive,English
Edwin Ang,5," Makanan yang baik dengan harga yang sangat berpatutan. Kakitangan yang ramah dan cepat bertindak balas. Malah, mereka yang beratur juga menerima minuman percuma. Makanan-minuman ini sangat sedap dan disajikan dengan cepat. Ia sangat sedap dan disajikan dengan cepat. Makanan-makanan ini sangat sedap dan disajikan dengan cepat. Makanan-makanan ini disajikan dengan cepat. Makanan-makanan ini disajikan dengan cepat.",K Fry Urban Korean Holiday Villa,JB,Positive,Malay
siti fatimah abdul rahman,3,So far ok... and am goin again tosay for my mom’s besday.... need to book for 20 pax but they inly opne at 3 pm,Big Food F&B - Taman Nong Chik,JB,Neutral,English
Azlan Faris Abdul Rahaman,5,Cheese Naan and Chicken Briyani are a must try 💯,Ceylonese Restaurant Sdn Bhd,Kuching,Positive,English
나말산,5,The food is delicious and he is very kind.,Sisters BBQ Korean Family Restaurant,JB,Positive,English
Vincent Ng,4,"Food are nice, but u need to have good patience for the queue. And good endurance for the hottest in the restaurant, is too hot!",Restoran Tong Sheng,Melaka,Positive,English
Jayesh Kothari,5, Cosy joint untuk makanan cepat atau santai. Dapatkan yang terbaik di Indian Dishes dari Utara. Makanan berkualiti baik dan kepuasan terjamin. Anda berharap anda dapat melakukan Balle Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Balle... Bal,J.H. Lovely Sweets (North Indian Vegetarian),JB,Positive,Malay
Yik Wai Chee,5,Only Irish pub in the UNESCO heritage town area with great view over the Melaka river,Sid's Pub @ Jonker’s,Melaka,Positive,English
Toh Kee Tian,1, Perkhidmatan sangat teruk. Saya membuat tempahan untuk 7:00 petang. Masa sekarang hampir 9:00 petang dan masih tiada tanda-tanda makanan saya. Makanan saya hampir habis pada pukul 9:00 malam. dan masih belum ada tanda-tanda makanan saya. Saya telah membuat tempahan untuk 7:00 petang dan masih belum membuat sebarang tempahan.,The Deck Gastrobar,Ipoh,Negative,Malay
Hania Ayman,4, Makanan itu baik ..Tetapi ia memerlukan untuk datang ke meja ..Makanan itu mempunyai banyak Chat Masala walaupun ....Kuantiti terlalu sedikit. Terlalu sedikit.,The Spice Kitchen,JB,Positive,Malay
Mohd Husaini,4,"delicious and full of flavor, recomended",Mat Corner Nasi Ambang,JB,Positive,English
Andy Ashton,5,"Great food, great service and a beautiful place. Thank you",The Baboon House,Melaka,Positive,English
syifaa syahirah,4,its a great place especiall for those who love photograph and enjoy food!happy heart happy tummy happy you!,Plan B (Ipoh),Ipoh,Positive,English
Jian Zhou Chin,5," Salah satu burger terbaik yang kami miliki dalam masa yang lama. Salah satu burger terbaik yang kami miliki. Kami mempunyai beberapa burger yang terbaik. Kami juga mempunyai beberapa burger yang tersedia. Untuk membuat burger yang lebih baik, kami akan menyediakannya.",The Baboon House,Melaka,Positive,Malay
Arielle Koh,4,"Food very good, will eat there everytime i stop by Malacca, bring my China Friend and Korea friend to this restaurant, all very satisfied. But need to queue very very long in  order to be serve",Restoran Tong Sheng,Melaka,Positive,English
Airull Azizi,3,The foods nearly similar with other tomyam restaurant...not much variety. I tried linud...quite a big portion for the price of rm6,My Village Barok,Kuching,Neutral,English
Rai Rai,5,Its very clean and good,7 Spice,JB,Positive,English
A.K NIGHT,4,"Nice atmosphere, great music, the food ordered are delivered fast, minimising your waiting time. Friendly waiter and waitresses,The only thing is, the waiter's never serve your beverages using a tray.",Permas Jaya One Two Eat Cafe,JB,Positive,English
KW,4,"After your shopping at AEON Bukit Indah, this is the place for you to get a sumptuous dinner at a reasonable price",Kedai Makanan Hook Sang,JB,Positive,English
Terrence Tang,4,"bring cash, no credit cards accepted",Café Racer by Grillbar,JB,Positive,English
晴雯,1,"When recruiting, do not turn off the truck to sniff the smoke for guests. Many people smoke",Hui Sing Open Air Hawker Centre Food Court,Kuching,Negative,English
navin raj,1, Perkhidmatan perkhidmatan yang sangat buruk sangat buruk.,"Kerala Restaurant, Johor Bahru",JB,Negative,Malay
Visallini Eswaran,5,the best taste food ever,Ashoka Curry House,JB,Positive,English
Alissa Ribena,3,Located in the middle city of kuching sarawak. Nearby with everything we need 😉☺😊,Topspot Food Court,Kuching,Neutral,English
JiaSheng Lee,3,"If you want to try pork satay, this is one such place. Was really crowded during my visit so there was quite abit of wait. Their satay sauce has pineapple in it, so don't be too alarmed if it tastes sour. It's an interesting twist on the traditional satay sauce.",Sun May Hiong Satay House,Melaka,Neutral,English
Jerald Lim,1," Kualiti tempat ini semakin menurun. Saya bersetuju dengan ulasan sebelum ini bahawa pekerja lebih berminat untuk berbual sesama sendiri daripada melayan pelanggan. Mereka adalah satu-satunya pelanggan di kedai. Jika anda biasa dengan tempat itu, jika anda biasa dengan tempat itu, anda akan menjadi pelanggan yang paling banyak. Jika anda biasa dengan tempat itu, anda akan menjadi pelanggan yang paling banyak. Jika anda biasa dengan tempat itu, anda akan menjadi pelanggan yang paling banyak. Jika anda tidak mempunyai pengetahuan tentang tempat ini, anda boleh menggunakan perkhidmatan yang lebih baik.",Al Dente,Kuching,Negative,Malay
Zack Chua,5,"Been here for the 3rd time only in the past 10 years or so but i must say food is really good and quality of food never changes, stays true to its nonya authenticity. Opens evening 6pm but its still best to make a reservation.",Amy Heritage Nyonya Cuisine,Melaka,Positive,English
Faiz Johar,5,Best place for chill out with your partner or family !,Pampas Sky Dining Steakhouse,Melaka,Positive,English
